"","Date","Flow","SpC"
"1",1950-01-01,230,NA
"2",1950-01-02,220,NA
"3",1950-01-03,220,NA
"4",1950-01-04,210,NA
"5",1950-01-05,210,NA
"6",1950-01-06,200,NA
"7",1950-01-07,200,NA
"8",1950-01-08,200,NA
"9",1950-01-09,200,NA
"10",1950-01-10,207,NA
"11",1950-01-11,215,NA
"12",1950-01-12,231,NA
"13",1950-01-13,256,NA
"14",1950-01-14,409,NA
"15",1950-01-15,322,NA
"16",1950-01-16,265,NA
"17",1950-01-17,248,NA
"18",1950-01-18,265,NA
"19",1950-01-19,343,NA
"20",1950-01-20,873,NA
"21",1950-01-21,669,NA
"22",1950-01-22,432,NA
"23",1950-01-23,364,NA
"24",1950-01-24,332,NA
"25",1950-01-25,302,NA
"26",1950-01-26,283,NA
"27",1950-01-27,283,NA
"28",1950-01-28,312,NA
"29",1950-01-29,354,NA
"30",1950-01-30,343,NA
"31",1950-01-31,1340,NA
"32",1950-02-01,1170,NA
"33",1950-02-02,719,NA
"34",1950-02-03,608,NA
"35",1950-02-04,501,NA
"36",1950-02-05,409,NA
"37",1950-02-06,364,NA
"38",1950-02-07,354,NA
"39",1950-02-08,343,NA
"40",1950-02-09,322,NA
"41",1950-02-10,322,NA
"42",1950-02-11,409,NA
"43",1950-02-12,432,NA
"44",1950-02-13,375,NA
"45",1950-02-14,354,NA
"46",1950-02-15,409,NA
"47",1950-02-16,478,NA
"48",1950-02-17,386,NA
"49",1950-02-18,332,NA
"50",1950-02-19,302,NA
"51",1950-02-20,292,NA
"52",1950-02-21,274,NA
"53",1950-02-22,265,NA
"54",1950-02-23,354,NA
"55",1950-02-24,744,NA
"56",1950-02-25,501,NA
"57",1950-02-26,386,NA
"58",1950-02-27,354,NA
"59",1950-02-28,343,NA
"60",1950-03-01,322,NA
"61",1950-03-02,312,NA
"62",1950-03-03,283,NA
"63",1950-03-04,265,NA
"64",1950-03-05,256,NA
"65",1950-03-06,265,NA
"66",1950-03-07,256,NA
"67",1950-03-08,265,NA
"68",1950-03-09,274,NA
"69",1950-03-10,283,NA
"70",1950-03-11,265,NA
"71",1950-03-12,248,NA
"72",1950-03-13,265,NA
"73",1950-03-14,812,NA
"74",1950-03-15,694,NA
"75",1950-03-16,409,NA
"76",1950-03-17,375,NA
"77",1950-03-18,386,NA
"78",1950-03-19,478,NA
"79",1950-03-20,354,NA
"80",1950-03-21,465,NA
"81",1950-03-22,1060,NA
"82",1950-03-23,2490,NA
"83",1950-03-24,2400,NA
"84",1950-03-25,847,NA
"85",1950-03-26,608,NA
"86",1950-03-27,501,NA
"87",1950-03-28,466,NA
"88",1950-03-29,490,NA
"89",1950-03-30,444,NA
"90",1950-03-31,398,NA
"91",1950-04-01,354,NA
"92",1950-04-02,343,NA
"93",1950-04-03,332,NA
"94",1950-04-04,332,NA
"95",1950-04-05,312,NA
"96",1950-04-06,302,NA
"97",1950-04-07,283,NA
"98",1950-04-08,265,NA
"99",1950-04-09,256,NA
"100",1950-04-10,256,NA
"101",1950-04-11,248,NA
"102",1950-04-12,248,NA
"103",1950-04-13,240,NA
"104",1950-04-14,231,NA
"105",1950-04-15,231,NA
"106",1950-04-16,223,NA
"107",1950-04-17,223,NA
"108",1950-04-18,215,NA
"109",1950-04-19,215,NA
"110",1950-04-20,223,NA
"111",1950-04-21,248,NA
"112",1950-04-22,375,NA
"113",1950-04-23,302,NA
"114",1950-04-24,256,NA
"115",1950-04-25,240,NA
"116",1950-04-26,223,NA
"117",1950-04-27,215,NA
"118",1950-04-28,209,NA
"119",1950-04-29,202,NA
"120",1950-04-30,1610,NA
"121",1950-05-01,3700,NA
"122",1950-05-02,1280,NA
"123",1950-05-03,3090,NA
"124",1950-05-04,2430,NA
"125",1950-05-05,1060,NA
"126",1950-05-06,694,NA
"127",1950-05-07,512,NA
"128",1950-05-08,478,NA
"129",1950-05-09,466,NA
"130",1950-05-10,364,NA
"131",1950-05-11,332,NA
"132",1950-05-12,312,NA
"133",1950-05-13,364,NA
"134",1950-05-14,432,NA
"135",1950-05-15,455,NA
"136",1950-05-16,700,NA
"137",1950-05-17,800,NA
"138",1950-05-18,1500,NA
"139",1950-05-19,2000,NA
"140",1950-05-20,1500,NA
"141",1950-05-21,700,NA
"142",1950-05-22,400,NA
"143",1950-05-23,322,NA
"144",1950-05-24,312,NA
"145",1950-05-25,354,NA
"146",1950-05-26,420,NA
"147",1950-05-27,364,NA
"148",1950-05-28,274,NA
"149",1950-05-29,409,NA
"150",1950-05-30,719,NA
"151",1950-05-31,620,NA
"152",1950-06-01,1980,NA
"153",1950-06-02,1980,NA
"154",1950-06-03,512,NA
"155",1950-06-04,398,NA
"156",1950-06-05,512,NA
"157",1950-06-06,364,NA
"158",1950-06-07,283,NA
"159",1950-06-08,248,NA
"160",1950-06-09,215,NA
"161",1950-06-10,212,NA
"162",1950-06-11,274,NA
"163",1950-06-12,596,NA
"164",1950-06-13,274,NA
"165",1950-06-14,209,NA
"166",1950-06-15,190,NA
"167",1950-06-16,181,NA
"168",1950-06-17,175,NA
"169",1950-06-18,165,NA
"170",1950-06-19,161,NA
"171",1950-06-20,240,NA
"172",1950-06-21,1190,NA
"173",1950-06-22,1790,NA
"174",1950-06-23,620,NA
"175",1950-06-24,536,NA
"176",1950-06-25,398,NA
"177",1950-06-26,354,NA
"178",1950-06-27,223,NA
"179",1950-06-28,184,NA
"180",1950-06-29,252,NA
"181",1950-06-30,925,NA
"182",1950-07-01,364,NA
"183",1950-07-02,231,NA
"184",1950-07-03,187,NA
"185",1950-07-04,169,NA
"186",1950-07-05,331,NA
"187",1950-07-06,1790,NA
"188",1950-07-07,1890,NA
"189",1950-07-08,694,NA
"190",1950-07-09,432,NA
"191",1950-07-10,2620,NA
"192",1950-07-11,1610,NA
"193",1950-07-12,620,NA
"194",1950-07-13,455,NA
"195",1950-07-14,584,NA
"196",1950-07-15,1310,NA
"197",1950-07-16,1060,NA
"198",1950-07-17,669,NA
"199",1950-07-18,398,NA
"200",1950-07-19,312,NA
"201",1950-07-20,283,NA
"202",1950-07-21,736,NA
"203",1950-07-22,1370,NA
"204",1950-07-23,620,NA
"205",1950-07-24,364,NA
"206",1950-07-25,885,NA
"207",1950-07-26,1280,NA
"208",1950-07-27,669,NA
"209",1950-07-28,644,NA
"210",1950-07-29,375,NA
"211",1950-07-30,283,NA
"212",1950-07-31,248,NA
"213",1950-08-01,215,NA
"214",1950-08-02,199,NA
"215",1950-08-03,231,NA
"216",1950-08-04,312,NA
"217",1950-08-05,270,NA
"218",1950-08-06,230,NA
"219",1950-08-07,200,NA
"220",1950-08-08,190,NA
"221",1950-08-09,170,NA
"222",1950-08-10,160,NA
"223",1950-08-11,150,NA
"224",1950-08-12,150,NA
"225",1950-08-13,140,NA
"226",1950-08-14,140,NA
"227",1950-08-15,140,NA
"228",1950-08-16,140,NA
"229",1950-08-17,150,NA
"230",1950-08-18,160,NA
"231",1950-08-19,150,NA
"232",1950-08-20,140,NA
"233",1950-08-21,130,NA
"234",1950-08-22,130,NA
"235",1950-08-23,160,NA
"236",1950-08-24,220,NA
"237",1950-08-25,300,NA
"238",1950-08-26,210,NA
"239",1950-08-27,150,NA
"240",1950-08-28,120,NA
"241",1950-08-29,110,NA
"242",1950-08-30,120,NA
"243",1950-08-31,141,NA
"244",1950-09-01,131,NA
"245",1950-09-02,125,NA
"246",1950-09-03,123,NA
"247",1950-09-04,107,NA
"248",1950-09-05,110,NA
"249",1950-09-06,132,NA
"250",1950-09-07,122,NA
"251",1950-09-08,115,NA
"252",1950-09-09,106,NA
"253",1950-09-10,547,NA
"254",1950-09-11,596,NA
"255",1950-09-12,312,NA
"256",1950-09-13,1010,NA
"257",1950-09-14,821,NA
"258",1950-09-15,364,NA
"259",1950-09-16,240,NA
"260",1950-09-17,181,NA
"261",1950-09-18,170,NA
"262",1950-09-19,160,NA
"263",1950-09-20,150,NA
"264",1950-09-21,150,NA
"265",1950-09-22,350,NA
"266",1950-09-23,700,NA
"267",1950-09-24,520,NA
"268",1950-09-25,350,NA
"269",1950-09-26,283,NA
"270",1950-09-27,240,NA
"271",1950-09-28,223,NA
"272",1950-09-29,209,NA
"273",1950-09-30,207,NA
"274",1950-10-01,197,NA
"275",1950-10-02,190,NA
"276",1950-10-03,181,NA
"277",1950-10-04,167,NA
"278",1950-10-05,197,NA
"279",1950-10-06,207,NA
"280",1950-10-07,290,NA
"281",1950-10-08,212,NA
"282",1950-10-09,1060,NA
"283",1950-10-10,952,NA
"284",1950-10-11,478,NA
"285",1950-10-12,302,NA
"286",1950-10-13,235,NA
"287",1950-10-14,206,NA
"288",1950-10-15,187,NA
"289",1950-10-16,173,NA
"290",1950-10-17,173,NA
"291",1950-10-18,168,NA
"292",1950-10-19,166,NA
"293",1950-10-20,173,NA
"294",1950-10-21,176,NA
"295",1950-10-22,179,NA
"296",1950-10-23,178,NA
"297",1950-10-24,223,NA
"298",1950-10-25,847,NA
"299",1950-10-26,466,NA
"300",1950-10-27,272,NA
"301",1950-10-28,244,NA
"302",1950-10-29,218,NA
"303",1950-10-30,207,NA
"304",1950-10-31,199,NA
"305",1950-11-01,190,NA
"306",1950-11-02,186,NA
"307",1950-11-03,181,NA
"308",1950-11-04,187,NA
"309",1950-11-05,322,NA
"310",1950-11-06,292,NA
"311",1950-11-07,212,NA
"312",1950-11-08,194,NA
"313",1950-11-09,187,NA
"314",1950-11-10,184,NA
"315",1950-11-11,182,NA
"316",1950-11-12,184,NA
"317",1950-11-13,178,NA
"318",1950-11-14,174,NA
"319",1950-11-15,172,NA
"320",1950-11-16,189,NA
"321",1950-11-17,173,NA
"322",1950-11-18,176,NA
"323",1950-11-19,170,NA
"324",1950-11-20,168,NA
"325",1950-11-21,200,NA
"326",1950-11-22,226,NA
"327",1950-11-23,322,NA
"328",1950-11-24,644,NA
"329",1950-11-25,1580,NA
"330",1950-11-26,1370,NA
"331",1950-11-27,524,NA
"332",1950-11-28,364,NA
"333",1950-11-29,302,NA
"334",1950-11-30,263,NA
"335",1950-12-01,244,NA
"336",1950-12-02,235,NA
"337",1950-12-03,226,NA
"338",1950-12-04,522,NA
"339",1950-12-05,2920,NA
"340",1950-12-06,2820,NA
"341",1950-12-07,2400,NA
"342",1950-12-08,2600,NA
"343",1950-12-09,1900,NA
"344",1950-12-10,1600,NA
"345",1950-12-11,1600,NA
"346",1950-12-12,1300,NA
"347",1950-12-13,1100,NA
"348",1950-12-14,940,NA
"349",1950-12-15,800,NA
"350",1950-12-16,680,NA
"351",1950-12-17,560,NA
"352",1950-12-18,470,NA
"353",1950-12-19,398,NA
"354",1950-12-20,322,NA
"355",1950-12-21,343,NA
"356",1950-12-22,332,NA
"357",1950-12-23,364,NA
"358",1950-12-24,354,NA
"359",1950-12-25,343,NA
"360",1950-12-26,332,NA
"361",1950-12-27,302,NA
"362",1950-12-28,244,NA
"363",1950-12-29,272,NA
"364",1950-12-30,343,NA
"365",1950-12-31,398,NA
"366",1951-01-01,375,NA
"367",1951-01-02,332,NA
"368",1951-01-03,302,NA
"369",1951-01-04,302,NA
"370",1951-01-05,292,NA
"371",1951-01-06,272,NA
"372",1951-01-07,282,NA
"373",1951-01-08,899,NA
"374",1951-01-09,809,NA
"375",1951-01-10,455,NA
"376",1951-01-11,398,NA
"377",1951-01-12,386,NA
"378",1951-01-13,343,NA
"379",1951-01-14,332,NA
"380",1951-01-15,375,NA
"381",1951-01-16,478,NA
"382",1951-01-17,432,NA
"383",1951-01-18,343,NA
"384",1951-01-19,332,NA
"385",1951-01-20,312,NA
"386",1951-01-21,302,NA
"387",1951-01-22,282,NA
"388",1951-01-23,272,NA
"389",1951-01-24,282,NA
"390",1951-01-25,302,NA
"391",1951-01-26,312,NA
"392",1951-01-27,282,NA
"393",1951-01-28,263,NA
"394",1951-01-29,263,NA
"395",1951-01-30,263,NA
"396",1951-01-31,282,NA
"397",1951-02-01,302,NA
"398",1951-02-02,343,NA
"399",1951-02-03,560,NA
"400",1951-02-04,332,NA
"401",1951-02-05,263,NA
"402",1951-02-06,312,NA
"403",1951-02-07,343,NA
"404",1951-02-08,1580,NA
"405",1951-02-09,899,NA
"406",1951-02-10,524,NA
"407",1951-02-11,432,NA
"408",1951-02-12,409,NA
"409",1951-02-13,386,NA
"410",1951-02-14,364,NA
"411",1951-02-15,332,NA
"412",1951-02-16,312,NA
"413",1951-02-17,375,NA
"414",1951-02-18,1340,NA
"415",1951-02-19,821,NA
"416",1951-02-20,584,NA
"417",1951-02-21,560,NA
"418",1951-02-22,821,NA
"419",1951-02-23,644,NA
"420",1951-02-24,478,NA
"421",1951-02-25,409,NA
"422",1951-02-26,386,NA
"423",1951-02-27,364,NA
"424",1951-02-28,343,NA
"425",1951-03-01,332,NA
"426",1951-03-02,364,NA
"427",1951-03-03,386,NA
"428",1951-03-04,343,NA
"429",1951-03-05,343,NA
"430",1951-03-06,354,NA
"431",1951-03-07,375,NA
"432",1951-03-08,490,NA
"433",1951-03-09,560,NA
"434",1951-03-10,444,NA
"435",1951-03-11,354,NA
"436",1951-03-12,332,NA
"437",1951-03-13,364,NA
"438",1951-03-14,1800,NA
"439",1951-03-15,1400,NA
"440",1951-03-16,719,NA
"441",1951-03-17,536,NA
"442",1951-03-18,466,NA
"443",1951-03-19,478,NA
"444",1951-03-20,2540,NA
"445",1951-03-21,2860,NA
"446",1951-03-22,1030,NA
"447",1951-03-23,769,NA
"448",1951-03-24,608,NA
"449",1951-03-25,536,NA
"450",1951-03-26,501,NA
"451",1951-03-27,501,NA
"452",1951-03-28,466,NA
"453",1951-03-29,444,NA
"454",1951-03-30,455,NA
"455",1951-03-31,444,NA
"456",1951-04-01,409,NA
"457",1951-04-02,375,NA
"458",1951-04-03,1610,NA
"459",1951-04-04,2240,NA
"460",1951-04-05,952,NA
"461",1951-04-06,669,NA
"462",1951-04-07,560,NA
"463",1951-04-08,612,NA
"464",1951-04-09,1550,NA
"465",1951-04-10,1520,NA
"466",1951-04-11,952,NA
"467",1951-04-12,769,NA
"468",1951-04-13,796,NA
"469",1951-04-14,714,NA
"470",1951-04-15,560,NA
"471",1951-04-16,501,NA
"472",1951-04-17,490,NA
"473",1951-04-18,466,NA
"474",1951-04-19,432,NA
"475",1951-04-20,409,NA
"476",1951-04-21,386,NA
"477",1951-04-22,364,NA
"478",1951-04-23,398,NA
"479",1951-04-24,847,NA
"480",1951-04-25,524,NA
"481",1951-04-26,420,NA
"482",1951-04-27,409,NA
"483",1951-04-28,398,NA
"484",1951-04-29,364,NA
"485",1951-04-30,354,NA
"486",1951-05-01,364,NA
"487",1951-05-02,312,NA
"488",1951-05-03,302,NA
"489",1951-05-04,343,NA
"490",1951-05-05,608,NA
"491",1951-05-06,706,NA
"492",1951-05-07,455,NA
"493",1951-05-08,364,NA
"494",1951-05-09,312,NA
"495",1951-05-10,272,NA
"496",1951-05-11,263,NA
"497",1951-05-12,322,NA
"498",1951-05-13,386,NA
"499",1951-05-14,282,NA
"500",1951-05-15,235,NA
"501",1951-05-16,216,NA
"502",1951-05-17,207,NA
"503",1951-05-18,199,NA
"504",1951-05-19,199,NA
"505",1951-05-20,209,NA
"506",1951-05-21,218,NA
"507",1951-05-22,212,NA
"508",1951-05-23,204,NA
"509",1951-05-24,212,NA
"510",1951-05-25,199,NA
"511",1951-05-26,182,NA
"512",1951-05-27,166,NA
"513",1951-05-28,161,NA
"514",1951-05-29,158,NA
"515",1951-05-30,167,NA
"516",1951-05-31,172,NA
"517",1951-06-01,157,NA
"518",1951-06-02,144,NA
"519",1951-06-03,139,NA
"520",1951-06-04,134,NA
"521",1951-06-05,179,NA
"522",1951-06-06,263,NA
"523",1951-06-07,200,NA
"524",1951-06-08,170,NA
"525",1951-06-09,176,NA
"526",1951-06-10,254,NA
"527",1951-06-11,490,NA
"528",1951-06-12,272,NA
"529",1951-06-13,190,NA
"530",1951-06-14,235,NA
"531",1951-06-15,386,NA
"532",1951-06-16,226,NA
"533",1951-06-17,168,NA
"534",1951-06-18,153,NA
"535",1951-06-19,151,NA
"536",1951-06-20,150,NA
"537",1951-06-21,144,NA
"538",1951-06-22,138,NA
"539",1951-06-23,131,NA
"540",1951-06-24,126,NA
"541",1951-06-25,108,NA
"542",1951-06-26,111,NA
"543",1951-06-27,128,NA
"544",1951-06-28,190,NA
"545",1951-06-29,292,NA
"546",1951-06-30,400,NA
"547",1951-07-01,500,NA
"548",1951-07-02,350,NA
"549",1951-07-03,220,NA
"550",1951-07-04,170,NA
"551",1951-07-05,130,NA
"552",1951-07-06,110,NA
"553",1951-07-07,90,NA
"554",1951-07-08,70,NA
"555",1951-07-09,80,NA
"556",1951-07-10,90,NA
"557",1951-07-11,80,NA
"558",1951-07-12,70,NA
"559",1951-07-13,100,NA
"560",1951-07-14,160,NA
"561",1951-07-15,210,NA
"562",1951-07-16,180,NA
"563",1951-07-17,140,NA
"564",1951-07-18,140,NA
"565",1951-07-19,150,NA
"566",1951-07-20,450,NA
"567",1951-07-21,900,NA
"568",1951-07-22,350,NA
"569",1951-07-23,160,NA
"570",1951-07-24,120,NA
"571",1951-07-25,110,NA
"572",1951-07-26,820,NA
"573",1951-07-27,226,NA
"574",1951-07-28,154,NA
"575",1951-07-29,179,NA
"576",1951-07-30,131,NA
"577",1951-07-31,125,NA
"578",1951-08-01,113,NA
"579",1951-08-02,96,NA
"580",1951-08-03,112,NA
"581",1951-08-04,102,NA
"582",1951-08-05,90,NA
"583",1951-08-06,76,NA
"584",1951-08-07,108,NA
"585",1951-08-08,125,NA
"586",1951-08-09,176,NA
"587",1951-08-10,120,NA
"588",1951-08-11,106,NA
"589",1951-08-12,120,NA
"590",1951-08-13,375,NA
"591",1951-08-14,420,NA
"592",1951-08-15,172,NA
"593",1951-08-16,114,NA
"594",1951-08-17,107,NA
"595",1951-08-18,96,NA
"596",1951-08-19,97,NA
"597",1951-08-20,76,NA
"598",1951-08-21,81,NA
"599",1951-08-22,76,NA
"600",1951-08-23,88,NA
"601",1951-08-24,76,NA
"602",1951-08-25,58,NA
"603",1951-08-26,65,NA
"604",1951-08-27,56,NA
"605",1951-08-28,65,NA
"606",1951-08-29,75,NA
"607",1951-08-30,96,NA
"608",1951-08-31,82,NA
"609",1951-09-01,72,NA
"610",1951-09-02,72,NA
"611",1951-09-03,82,NA
"612",1951-09-04,111,NA
"613",1951-09-05,98,NA
"614",1951-09-06,97,NA
"615",1951-09-07,88,NA
"616",1951-09-08,80,NA
"617",1951-09-09,69,NA
"618",1951-09-10,55,NA
"619",1951-09-11,55,NA
"620",1951-09-12,62,NA
"621",1951-09-13,55,NA
"622",1951-09-14,60,NA
"623",1951-09-15,56,NA
"624",1951-09-16,78,NA
"625",1951-09-17,86,NA
"626",1951-09-18,74,NA
"627",1951-09-19,62,NA
"628",1951-09-20,58,NA
"629",1951-09-21,56,NA
"630",1951-09-22,54,NA
"631",1951-09-23,52,NA
"632",1951-09-24,52,NA
"633",1951-09-25,60,NA
"634",1951-09-26,95,NA
"635",1951-09-27,77,NA
"636",1951-09-28,64,NA
"637",1951-09-29,69,NA
"638",1951-09-30,55,NA
"639",1951-10-01,46,NA
"640",1951-10-02,43,NA
"641",1951-10-03,47,NA
"642",1951-10-04,46,NA
"643",1951-10-05,43,NA
"644",1951-10-06,45,NA
"645",1951-10-07,39,NA
"646",1951-10-08,63,NA
"647",1951-10-09,150,NA
"648",1951-10-10,120,NA
"649",1951-10-11,100,NA
"650",1951-10-12,98,NA
"651",1951-10-13,84,NA
"652",1951-10-14,74,NA
"653",1951-10-15,65,NA
"654",1951-10-16,70,NA
"655",1951-10-17,73,NA
"656",1951-10-18,68,NA
"657",1951-10-19,71,NA
"658",1951-10-20,68,NA
"659",1951-10-21,65,NA
"660",1951-10-22,60,NA
"661",1951-10-23,60,NA
"662",1951-10-24,69,NA
"663",1951-10-25,70,NA
"664",1951-10-26,68,NA
"665",1951-10-27,69,NA
"666",1951-10-28,71,NA
"667",1951-10-29,69,NA
"668",1951-10-30,64,NA
"669",1951-10-31,77,NA
"670",1951-11-01,142,NA
"671",1951-11-02,212,NA
"672",1951-11-03,398,NA
"673",1951-11-04,925,NA
"674",1951-11-05,322,NA
"675",1951-11-06,170,NA
"676",1951-11-07,538,NA
"677",1951-11-08,1220,NA
"678",1951-11-09,386,NA
"679",1951-11-10,218,NA
"680",1951-11-11,168,NA
"681",1951-11-12,148,NA
"682",1951-11-13,143,NA
"683",1951-11-14,140,NA
"684",1951-11-15,161,NA
"685",1951-11-16,322,NA
"686",1951-11-17,263,NA
"687",1951-11-18,420,NA
"688",1951-11-19,218,NA
"689",1951-11-20,161,NA
"690",1951-11-21,144,NA
"691",1951-11-22,138,NA
"692",1951-11-23,134,NA
"693",1951-11-24,135,NA
"694",1951-11-25,140,NA
"695",1951-11-26,157,NA
"696",1951-11-27,170,NA
"697",1951-11-28,170,NA
"698",1951-11-29,150,NA
"699",1951-11-30,139,NA
"700",1951-12-01,133,NA
"701",1951-12-02,118,NA
"702",1951-12-03,126,NA
"703",1951-12-04,130,NA
"704",1951-12-05,448,NA
"705",1951-12-06,1000,NA
"706",1951-12-07,444,NA
"707",1951-12-08,302,NA
"708",1951-12-09,254,NA
"709",1951-12-10,221,NA
"710",1951-12-11,202,NA
"711",1951-12-12,186,NA
"712",1951-12-13,176,NA
"713",1951-12-14,168,NA
"714",1951-12-15,200,NA
"715",1951-12-16,432,NA
"716",1951-12-17,322,NA
"717",1951-12-18,254,NA
"718",1951-12-19,925,NA
"719",1951-12-20,795,NA
"720",1951-12-21,3190,NA
"721",1951-12-22,5520,NA
"722",1951-12-23,5760,NA
"723",1951-12-24,1030,NA
"724",1951-12-25,572,NA
"725",1951-12-26,478,NA
"726",1951-12-27,444,NA
"727",1951-12-28,375,NA
"728",1951-12-29,332,NA
"729",1951-12-30,322,NA
"730",1951-12-31,312,NA
"731",1952-01-01,292,NA
"732",1952-01-02,282,NA
"733",1952-01-03,263,NA
"734",1952-01-04,254,NA
"735",1952-01-05,375,NA
"736",1952-01-06,795,NA
"737",1952-01-07,512,NA
"738",1952-01-08,409,NA
"739",1952-01-09,375,NA
"740",1952-01-10,2520,NA
"741",1952-01-11,4150,NA
"742",1952-01-12,1610,NA
"743",1952-01-13,744,NA
"744",1952-01-14,560,NA
"745",1952-01-15,478,NA
"746",1952-01-16,420,NA
"747",1952-01-17,375,NA
"748",1952-01-18,343,NA
"749",1952-01-19,332,NA
"750",1952-01-20,312,NA
"751",1952-01-21,292,NA
"752",1952-01-22,524,NA
"753",1952-01-23,3400,NA
"754",1952-01-24,1620,NA
"755",1952-01-25,744,NA
"756",1952-01-26,572,NA
"757",1952-01-27,524,NA
"758",1952-01-28,1450,NA
"759",1952-01-29,5070,NA
"760",1952-01-30,6080,NA
"761",1952-01-31,2200,NA
"762",1952-02-01,821,NA
"763",1952-02-02,669,NA
"764",1952-02-03,644,NA
"765",1952-02-04,2140,NA
"766",1952-02-05,2100,NA
"767",1952-02-06,1170,NA
"768",1952-02-07,769,NA
"769",1952-02-08,620,NA
"770",1952-02-09,548,NA
"771",1952-02-10,512,NA
"772",1952-02-11,466,NA
"773",1952-02-12,432,NA
"774",1952-02-13,409,NA
"775",1952-02-14,432,NA
"776",1952-02-15,512,NA
"777",1952-02-16,501,NA
"778",1952-02-17,620,NA
"779",1952-02-18,1220,NA
"780",1952-02-19,769,NA
"781",1952-02-20,572,NA
"782",1952-02-21,512,NA
"783",1952-02-22,490,NA
"784",1952-02-23,444,NA
"785",1952-02-24,444,NA
"786",1952-02-25,560,NA
"787",1952-02-26,979,NA
"788",1952-02-27,1060,NA
"789",1952-02-28,1250,NA
"790",1952-02-29,1490,NA
"791",1952-03-01,2560,NA
"792",1952-03-02,2560,NA
"793",1952-03-03,1520,NA
"794",1952-03-04,3780,NA
"795",1952-03-05,3890,NA
"796",1952-03-06,1310,NA
"797",1952-03-07,925,NA
"798",1952-03-08,769,NA
"799",1952-03-09,669,NA
"800",1952-03-10,608,NA
"801",1952-03-11,873,NA
"802",1952-03-12,3090,NA
"803",1952-03-13,1110,NA
"804",1952-03-14,821,NA
"805",1952-03-15,669,NA
"806",1952-03-16,584,NA
"807",1952-03-17,536,NA
"808",1952-03-18,501,NA
"809",1952-03-19,536,NA
"810",1952-03-20,1090,NA
"811",1952-03-21,719,NA
"812",1952-03-22,572,NA
"813",1952-03-23,536,NA
"814",1952-03-24,1220,NA
"815",1952-03-25,4230,NA
"816",1952-03-26,4310,NA
"817",1952-03-27,1170,NA
"818",1952-03-28,873,NA
"819",1952-03-29,719,NA
"820",1952-03-30,620,NA
"821",1952-03-31,572,NA
"822",1952-04-01,548,NA
"823",1952-04-02,536,NA
"824",1952-04-03,501,NA
"825",1952-04-04,466,NA
"826",1952-04-05,1420,NA
"827",1952-04-06,1960,NA
"828",1952-04-07,821,NA
"829",1952-04-08,620,NA
"830",1952-04-09,548,NA
"831",1952-04-10,501,NA
"832",1952-04-11,478,NA
"833",1952-04-12,466,NA
"834",1952-04-13,444,NA
"835",1952-04-14,455,NA
"836",1952-04-15,455,NA
"837",1952-04-16,444,NA
"838",1952-04-17,386,NA
"839",1952-04-18,364,NA
"840",1952-04-19,354,NA
"841",1952-04-20,343,NA
"842",1952-04-21,332,NA
"843",1952-04-22,312,NA
"844",1952-04-23,302,NA
"845",1952-04-24,282,NA
"846",1952-04-25,409,NA
"847",1952-04-26,4000,NA
"848",1952-04-27,4730,NA
"849",1952-04-28,4500,NA
"850",1952-04-29,4000,NA
"851",1952-04-30,3400,NA
"852",1952-05-01,2700,NA
"853",1952-05-02,1500,NA
"854",1952-05-03,800,NA
"855",1952-05-04,700,NA
"856",1952-05-05,600,NA
"857",1952-05-06,520,NA
"858",1952-05-07,500,NA
"859",1952-05-08,450,NA
"860",1952-05-09,410,NA
"861",1952-05-10,500,NA
"862",1952-05-11,700,NA
"863",1952-05-12,600,NA
"864",1952-05-13,540,NA
"865",1952-05-14,450,NA
"866",1952-05-15,400,NA
"867",1952-05-16,350,NA
"868",1952-05-17,320,NA
"869",1952-05-18,300,NA
"870",1952-05-19,280,NA
"871",1952-05-20,320,NA
"872",1952-05-21,500,NA
"873",1952-05-22,450,NA
"874",1952-05-23,350,NA
"875",1952-05-24,300,NA
"876",1952-05-25,280,NA
"877",1952-05-26,350,NA
"878",1952-05-27,375,NA
"879",1952-05-28,292,NA
"880",1952-05-29,244,NA
"881",1952-05-30,244,NA
"882",1952-05-31,254,NA
"883",1952-06-01,272,NA
"884",1952-06-02,254,NA
"885",1952-06-03,254,NA
"886",1952-06-04,272,NA
"887",1952-06-05,244,NA
"888",1952-06-06,226,NA
"889",1952-06-07,218,NA
"890",1952-06-08,206,NA
"891",1952-06-09,186,NA
"892",1952-06-10,181,NA
"893",1952-06-11,192,NA
"894",1952-06-12,197,NA
"895",1952-06-13,195,NA
"896",1952-06-14,186,NA
"897",1952-06-15,186,NA
"898",1952-06-16,199,NA
"899",1952-06-17,202,NA
"900",1952-06-18,224,NA
"901",1952-06-19,223,NA
"902",1952-06-20,209,NA
"903",1952-06-21,197,NA
"904",1952-06-22,224,NA
"905",1952-06-23,150,NA
"906",1952-06-24,155,NA
"907",1952-06-25,144,NA
"908",1952-06-26,137,NA
"909",1952-06-27,122,NA
"910",1952-06-28,135,NA
"911",1952-06-29,122,NA
"912",1952-06-30,125,NA
"913",1952-07-01,134,NA
"914",1952-07-02,190,NA
"915",1952-07-03,144,NA
"916",1952-07-04,131,NA
"917",1952-07-05,104,NA
"918",1952-07-06,104,NA
"919",1952-07-07,113,NA
"920",1952-07-08,150,NA
"921",1952-07-09,172,NA
"922",1952-07-10,176,NA
"923",1952-07-11,150,NA
"924",1952-07-12,139,NA
"925",1952-07-13,129,NA
"926",1952-07-14,106,NA
